year,reporter,reporter_iso,partner,partner_iso,product,trade_flow,trade_value,currency
2018,China,CHN,Australia,AUS,Agricultural & Food Products,Import,1.853,USD
2018,China,CHN,Australia,AUS,Metals & Metal Products,Export,0.806,USD
2018,China,CHN,Australia,AUS,Metals & Metal Products,Import,3.032,USD
2018,China,CHN,Australia,AUS,Textiles & Apparel,Export,1.926,USD
2018,China,CHN,Australia,AUS,Textiles & Apparel,Import,0.914,USD
2018,China,CHN,Australia,AUS,Plastics & Rubber,Export,0.985,USD
2018,China,CHN,Australia,AUS,Plastics & Rubber,Import,0.802,USD
2018,China,CHN,Australia,AUS,Precision Instruments & Medical Devices,Export,0.81,USD
2018,China,CHN,Australia,AUS,Precision Instruments & Medical Devices,Import,0.754,USD
2018,China,CHN,Netherlands,NLD,Machinery & Electrical Equipment,Export,2.199,USD
2018,China,CHN,Netherlands,NLD,Machinery & Electrical Equipment,Import,1.216,USD
2018,China,CHN,Netherlands,NLD,Electronics & Optical Products,Export,2.555,USD
2018,China,CHN,Netherlands,NLD,Electronics & Optical Products,Import,1.114,USD
2018,China,CHN,Netherlands,NLD,Automotive & Transport Vehicles,Export,1.131,USD
2018,China,CHN,Netherlands,NLD,Automotive & Transport Vehicles,Import,1.313,USD
2018,China,CHN,Netherlands,NLD,Mineral Fuels & Petroleum,Export,1.177,USD
2018,China,CHN,Netherlands,NLD,Mineral Fuels & Petroleum,Import,1.261,USD
2018,China,CHN,Netherlands,NLD,Chemicals & Pharmaceuticals,Export,1.336,USD
2018,China,CHN,Netherlands,NLD,Chemicals & Pharmaceuticals,Import,1.435,USD
2018,China,CHN,Netherlands,NLD,Agricultural & Food Products,Export,1.088,USD
2018,China,CHN,Netherlands,NLD,Agricultural & Food Products,Import,1.494,USD
2018,China,CHN,Netherlands,NLD,Metals & Metal Products,Export,1.402,USD
2018,China,CHN,Netherlands,NLD,Metals & Metal Products,Import,1.111,USD
2018,China,CHN,Netherlands,NLD,Textiles & Apparel,Export,2.76,USD
2018,China,CHN,Netherlands,NLD,Textiles & Apparel,Import,1.558,USD
2018,China,CHN,Netherlands,NLD,Plastics & Rubber,Export,1.1,USD
2018,China,CHN,Netherlands,NLD,Plastics & Rubber,Import,1.215,USD
2018,China,CHN,Netherlands,NLD,Precision Instruments & Medical Devices,Export,1.497,USD
2018,China,CHN,Netherlands,NLD,Precision Instruments & Medical Devices,Import,1.466,USD
2018,China,CHN,Mexico,MEX,Machinery & Electrical Equipment,Export,1.874,USD
2018,China,CHN,Mexico,MEX,Machinery & Electrical Equipment,Import,0.997,USD
2018,China,CHN,Mexico,MEX,Electronics & Optical Products,Export,2.354,USD
2018,China,CHN,Mexico,MEX,Electronics & Optical Products,Import,1.122,USD
2018,China,CHN,Mexico,MEX,Automotive & Transport Vehicles,Export,1.182,USD
2018,China,CHN,Mexico,MEX,Automotive & Transport Vehicles,Import,1.069,USD
2018,China,CHN,Mexico,MEX,Mineral Fuels & Petroleum,Export,1.112,USD
2018,China,CHN,Mexico,MEX,Mineral Fuels & Petroleum,Import,1.24,USD
2018,China,CHN,Mexico,MEX,Chemicals & Pharmaceuticals,Export,0.919,USD
2018,China,CHN,Mexico,MEX,Chemicals & Pharmaceuticals,Import,1.017,USD
2018,China,CHN,Mexico,MEX,Agricultural & Food Products,Export,1.225,USD
2018,China,CHN,Mexico,MEX,Agricultural & Food Products,Import,1.307,USD
2018,China,CHN,Mexico,MEX,Metals & Metal Products,Export,1.134,USD
2018,China,CHN,Mexico,MEX,Metals & Metal Products,Import,1.143,USD
2018,China,CHN,Mexico,MEX,Textiles & Apparel,Export,1.712,USD
2018,China,CHN,Mexico,MEX,Textiles & Apparel,Import,1.105,USD
2018,China,CHN,Mexico,MEX,Plastics & Rubber,Export,1.143,USD
2018,China,CHN,Mexico,MEX,Plastics & Rubber,Import,1.012,USD
2018,China,CHN,Mexico,MEX,Precision Instruments & Medical Devices,Export,1.024,USD
2018,China,CHN,Mexico,MEX,Precision Instruments & Medical Devices,Import,1.073,USD
2018,China,CHN,Saudi Arabia,SAU,Machinery & Electrical Equipment,Export,1.181,USD
2018,China,CHN,Saudi Arabia,SAU,Machinery & Electrical Equipment,Import,0.715,USD
2018,China,CHN,Saudi Arabia,SAU,Electronics & Optical Products,Export,1.498,USD
2018,China,CHN,Saudi Arabia,SAU,Electronics & Optical Products,Import,0.716,USD
2018,China,CHN,Saudi Arabia,SAU,Automotive & Transport Vehicles,Export,0.652,USD
2018,China,CHN,Saudi Arabia,SAU,Automotive & Transport Vehicles,Import,0.89,USD
2018,China,CHN,Saudi Arabia,SAU,Mineral Fuels & Petroleum,Export,0.798,USD
2018,China,CHN,Saudi Arabia,SAU,Mineral Fuels & Petroleum,Import,3.711,USD
2018,China,CHN,Saudi Arabia,SAU,Chemicals & Pharmaceuticals,Export,0.859,USD
2018,China,CHN,Saudi Arabia,SAU,Chemicals & Pharmaceuticals,Import,0.923,USD
2018,China,CHN,Saudi Arabia,SAU,Agricultural & Food Products,Export,0.642,USD
2018,China,CHN,Saudi Arabia,SAU,Agricultural & Food Products,Import,0.781,USD
2018,China,CHN,Saudi Arabia,SAU,Metals & Metal Products,Export,0.796,USD
2018,China,CHN,Saudi Arabia,SAU,Metals & Metal Products,Import,0.845,USD
2018,China,CHN,Saudi Arabia,SAU,Textiles & Apparel,Export,1.347,USD
2018,China,CHN,Saudi Arabia,SAU,Textiles & Apparel,Import,0.655,USD
2018,China,CHN,Saudi Arabia,SAU,Plastics & Rubber,Export,0.703,USD
2018,China,CHN,Saudi Arabia,SAU,Plastics & Rubber,Import,0.727,USD
2018,China,CHN,Saudi Arabia,SAU,Precision Instruments & Medical Devices,Export,0.814,USD
2018,China,CHN,Saudi Arabia,SAU,Precision Instruments & Medical Devices,Import,0.791,USD
2018,China,CHN,United Arab Emirates,ARE,Machinery & Electrical Equipment,Export,1.562,USD
2018,China,CHN,United Arab Emirates,ARE,Machinery & Electrical Equipment,Import,1.042,USD
2018,China,CHN,United Arab Emirates,ARE,Electronics & Optical Products,Export,2.0,USD
2018,China,CHN,United Arab Emirates,ARE,Electronics & Optical Products,Import,0.78,USD
2018,China,CHN,United Arab Emirates,ARE,Automotive & Transport Vehicles,Export,0.733,USD
2018,China,CHN,United Arab Emirates,ARE,Automotive & Transport Vehicles,Import,0.751,USD
2018,China,CHN,United Arab Emirates,ARE,Mineral Fuels & Petroleum,Export,0.783,USD
2018,China,CHN,United Arab Emirates,ARE,Mineral Fuels & Petroleum,Import,2.261,USD
2018,China,CHN,United Arab Emirates,ARE,Chemicals & Pharmaceuticals,Export,0.763,USD
2018,China,CHN,United Arab Emirates,ARE,Chemicals & Pharmaceuticals,Import,0.797,USD
2018,China,CHN,United Arab Emirates,ARE,Agricultural & Food Products,Export,0.758,USD
2018,China,CHN,United Arab Emirates,ARE,Agricultural & Food Products,Import,1.011,USD
2018,China,CHN,United Arab Emirates,ARE,Metals & Metal Products,Export,0.726,USD
2018,China,CHN,United Arab Emirates,ARE,Metals & Metal Products,Import,1.585,USD
2018,China,CHN,United Arab Emirates,ARE,Textiles & Apparel,Export,1.514,USD
2018,China,CHN,United Arab Emirates,ARE,Textiles & Apparel,Import,1.04,USD
2018,China,CHN,United Arab Emirates,ARE,Plastics & Rubber,Export,0.737,USD
2018,China,CHN,United Arab Emirates,ARE,Plastics & Rubber,Import,0.836,USD
2018,China,CHN,United Arab Emirates,ARE,Precision Instruments & Medical Devices,Export,1.036,USD
2018,China,CHN,United Arab Emirates,ARE,Precision Instruments & Medical Devices,Import,1.0,USD
2018,China,CHN,Singapore,SGP,Machinery & Electrical Equipment,Export,2.197,USD
2018,China,CHN,Singapore,SGP,Machinery & Electrical Equipment,Import,0.927,USD
2018,China,CHN,Singapore,SGP,Electronics & Optical Products,Export,1.96,USD
2018,China,CHN,Singapore,SGP,Electronics & Optical Products,Import,1.095,USD
2018,China,CHN,Singapore,SGP,Automotive & Transport Vehicles,Export,1.202,USD
2018,China,CHN,Singapore,SGP,Automotive & Transport Vehicles,Import,1.049,USD
2018,China,CHN,Singapore,SGP,Mineral Fuels & Petroleum,Export,1.055,USD
2018,China,CHN,Singapore,SGP,Mineral Fuels & Petroleum,Import,0.936,USD
2018,China,CHN,Singapore,SGP,Chemicals & Pharmaceuticals,Export,1.137,USD
2018,China,CHN,Singapore,SGP,Chemicals & Pharmaceuticals,Import,0.898,USD
2018,China,CHN,Singapore,SGP,Agricultural & Food Products,Export,0.954,USD
2018,China,CHN,Singapore,SGP,Agricultural & Food Products,Import,0.995,USD
2018,China,CHN,Singapore,SGP,Metals & Metal Products,Export,1.029,USD
2018,China,CHN,Singapore,SGP,Metals & Metal Products,Import,0.92,USD
2018,China,CHN,Singapore,SGP,Textiles & Apparel,Export,1.562,USD
2018,China,CHN,Singapore,SGP,Textiles & Apparel,Import,1.071,USD
2018,China,CHN,Singapore,SGP,Plastics & Rubber,Export,0.939,USD
2018,China,CHN,Singapore,SGP,Plastics & Rubber,Import,1.059,USD
2018,China,CHN,Singapore,SGP,Precision Instruments & Medical Devices,Export,0.884,USD
2018,China,CHN,Singapore,SGP,Precision Instruments & Medical Devices,Import,1.018,USD
2018,China,CHN,Switzerland,CHE,Machinery & Electrical Equipment,Export,1.876,USD
2018,China,CHN,Switzerland,CHE,Machinery & Electrical Equipment,Import,0.8,USD
2018,China,CHN,Switzerland,CHE,Electronics & Optical Products,Export,2.004,USD
2018,China,CHN,Switzerland,CHE,Electronics & Optical Products,Import,0.832,USD
2018,China,CHN,Switzerland,CHE,Automotive & Transport Vehicles,Export,0.804,USD
2018,China,CHN,Switzerland,CHE,Automotive & Transport Vehicles,Import,1.166,USD
2018,China,CHN,Switzerland,CHE,Mineral Fuels & Petroleum,Export,0.905,USD
2018,China,CHN,Switzerland,CHE,Mineral Fuels & Petroleum,Import,1.096,USD
2018,China,CHN,Switzerland,CHE,Chemicals & Pharmaceuticals,Export,0.879,USD
2018,China,CHN,Switzerland,CHE,Chemicals & Pharmaceuticals,Import,1.045,USD
2018,China,CHN,Switzerland,CHE,Agricultural & Food Products,Export,1.076,USD
2018,China,CHN,Switzerland,CHE,Agricultural & Food Products,Import,1.012,USD
2018,China,CHN,Switzerland,CHE,Metals & Metal Products,Export,0.964,USD
2018,China,CHN,Switzerland,CHE,Metals & Metal Products,Import,0.94,USD
2018,China,CHN,Switzerland,CHE,Textiles & Apparel,Export,1.648,USD
2018,China,CHN,Switzerland,CHE,Textiles & Apparel,Import,1.142,USD
2018,China,CHN,Switzerland,CHE,Plastics & Rubber,Export,1.104,USD
2018,China,CHN,Switzerland,CHE,Plastics & Rubber,Import,1.156,USD
2018,China,CHN,Switzerland,CHE,Precision Instruments & Medical Devices,Export,0.828,USD
2018,China,CHN,Switzerland,CHE,Precision Instruments & Medical Devices,Import,1.065,USD
2018,China,CHN,Spain,ESP,Machinery & Electrical Equipment,Export,1.833,USD
2018,China,CHN,Spain,ESP,Machinery & Electrical Equipment,Import,0.716,USD
2018,China,CHN,Spain,ESP,Electronics & Optical Products,Export,1.493,USD
2018,China,CHN,Spain,ESP,Electronics & Optical Products,Import,0.9,USD
2018,China,CHN,Spain,ESP,Automotive & Transport Vehicles,Export,0.845,USD
2018,China,CHN,Spain,ESP,Automotive & Transport Vehicles,Import,0.933,USD
2018,China,CHN,Spain,ESP,Mineral Fuels & Petroleum,Export,0.703,USD
2018,China,CHN,Spain,ESP,Mineral Fuels & Petroleum,Import,0.918,USD
2018,China,CHN,Spain,ESP,Chemicals & Pharmaceuticals,Export,0.723,USD
2018,China,CHN,Spain,ESP,Chemicals & Pharmaceuticals,Import,0.71,USD
2018,China,CHN,Spain,ESP,Agricultural & Food Products,Export,0.711,USD
2018,China,CHN,Spain,ESP,Agricultural & Food Products,Import,0.924,USD
2018,China,CHN,Spain,ESP,Metals & Metal Products,Export,0.875,USD
2018,China,CHN,Spain,ESP,Metals & Metal Products,Import,0.828,USD
2018,China,CHN,Spain,ESP,Textiles & Apparel,Export,1.394,USD
2018,China,CHN,Spain,ESP,Textiles & Apparel,Import,0.945,USD
2018,China,CHN,Spain,ESP,Plastics & Rubber,Export,0.785,USD
2018,China,CHN,Spain,ESP,Plastics & Rubber,Import,0.925,USD
2018,China,CHN,Spain,ESP,Precision Instruments & Medical Devices,Export,0.801,USD
2018,China,CHN,Spain,ESP,Precision Instruments & Medical Devices,Import,0.78,USD
2018,China,CHN,Vietnam,VNM,Machinery & Electrical Equipment,Export,1.44,USD
2018,China,CHN,Vietnam,VNM,Machinery & Electrical Equipment,Import,0.708,USD
2018,China,CHN,Vietnam,VNM,Electronics & Optical Products,Export,1.861,USD
2018,China,CHN,Vietnam,VNM,Electronics & Optical Products,Import,1.618,USD
2018,China,CHN,Vietnam,VNM,Automotive & Transport Vehicles,Export,0.687,USD
2018,China,CHN,Vietnam,VNM,Automotive & Transport Vehicles,Import,0.892,USD
2018,China,CHN,Vietnam,VNM,Mineral Fuels & Petroleum,Export,0.734,USD
2018,China,CHN,Vietnam,VNM,Mineral Fuels & Petroleum,Import,0.783,USD
2018,China,CHN,Vietnam,VNM,Chemicals & Pharmaceuticals,Export,0.895,USD
2018,China,CHN,Vietnam,VNM,Chemicals & Pharmaceuticals,Import,0.808,USD
2018,China,CHN,Vietnam,VNM,Agricultural & Food Products,Export,0.652,USD
2018,China,CHN,Vietnam,VNM,Agricultural & Food Products,Import,1.357,USD
2018,China,CHN,Vietnam,VNM,Metals & Metal Products,Export,0.809,USD
2018,China,CHN,Vietnam,VNM,Metals & Metal Products,Import,0.719,USD
2018,China,CHN,Vietnam,VNM,Textiles & Apparel,Export,1.185,USD
2018,China,CHN,Vietnam,VNM,Textiles & Apparel,Import,1.978,USD
2018,China,CHN,Vietnam,VNM,Plastics & Rubber,Export,0.806,USD
2018,China,CHN,Vietnam,VNM,Plastics & Rubber,Import,0.78,USD
2018,China,CHN,Vietnam,VNM,Precision Instruments & Medical Devices,Export,0.891,USD
2018,China,CHN,Vietnam,VNM,Precision Instruments & Medical Devices,Import,0.858,USD
2018,Germany,DEU,United States,USA,Machinery & Electrical Equipment,Export,5.368,USD
2018,Germany,DEU,United States,USA,Machinery & Electrical Equipment,Import,4.669,USD
2018,Germany,DEU,United States,USA,Electronics & Optical Products,Export,2.671,USD
2018,Germany,DEU,United States,USA,Electronics & Optical Products,Import,3.26,USD
2018,Germany,DEU,United States,USA,Automotive & Transport Vehicles,Export,5.798,USD
2018,Germany,DEU,United States,USA,Automotive & Transport Vehicles,Import,4.58,USD
2018,Germany,DEU,United States,USA,Mineral Fuels & Petroleum,Export,3.282,USD
2018,Germany,DEU,United States,USA,Mineral Fuels & Petroleum,Import,3.418,USD
2018,Germany,DEU,United States,USA,Chemicals & Pharmaceuticals,Export,5.008,USD
2018,Germany,DEU,United States,USA,Chemicals & Pharmaceuticals,Import,5.363,USD
2018,Germany,DEU,United States,USA,Agricultural & Food Products,Export,2.507,USD
2018,Germany,DEU,United States,USA,Agricultural & Food Products,Import,6.087,USD
2018,Germany,DEU,United States,USA,Metals & Metal Products,Export,2.527,USD
2018,Germany,DEU,United States,USA,Metals & Metal Products,Import,2.848,USD
2018,Germany,DEU,United States,USA,Textiles & Apparel,Export,3.323,USD
2018,Germany,DEU,United States,USA,Textiles & Apparel,Import,2.554,USD
2018,Germany,DEU,United States,USA,Plastics & Rubber,Export,2.648,USD
2018,Germany,DEU,United States,USA,Plastics & Rubber,Import,3.234,USD
2018,Germany,DEU,United States,USA,Precision Instruments & Medical Devices,Export,3.231,USD
2018,Germany,DEU,United States,USA,Precision Instruments & Medical Devices,Import,3.138,USD
2018,Germany,DEU,China,CHN,Machinery & Electrical Equipment,Export,6.385,USD
2018,Germany,DEU,China,CHN,Machinery & Electrical Equipment,Import,5.452,USD
2018,Germany,DEU,China,CHN,Electronics & Optical Products,Export,2.541,USD
2018,Germany,DEU,China,CHN,Electronics & Optical Products,Import,5.824,USD
2018,Germany,DEU,China,CHN,Automotive & Transport Vehicles,Export,5.909,USD
2018,Germany,DEU,China,CHN,Automotive & Transport Vehicles,Import,3.282,USD
2018,Germany,DEU,China,CHN,Mineral Fuels & Petroleum,Export,2.916,USD
2018,Germany,DEU,China,CHN,Mineral Fuels & Petroleum,Import,2.71,USD
2018,Germany,DEU,China,CHN,Chemicals & Pharmaceuticals,Export,5.002,USD
2018,Germany,DEU,China,CHN,Chemicals & Pharmaceuticals,Import,3.326,USD
2018,Germany,DEU,China,CHN,Agricultural & Food Products,Export,2.43,USD
2018,Germany,DEU,China,CHN,Agricultural & Food Products,Import,2.919,USD
2018,Germany,DEU,China,CHN,Metals & Metal Products,Export,2.828,USD
2018,Germany,DEU,China,CHN,Metals & Metal Products,Import,2.947,USD
2018,Germany,DEU,China,CHN,Textiles & Apparel,Export,2.278,USD
2018,Germany,DEU,China,CHN,Textiles & Apparel,Import,5.835,USD
2018,Germany,DEU,China,CHN,Plastics & Rubber,Export,3.309,USD
2018,Germany,DEU,China,CHN,Plastics & Rubber,Import,2.895,USD
2018,Germany,DEU,China,CHN,Precision Instruments & Medical Devices,Export,3.043,USD
2018,Germany,DEU,China,CHN,Precision Instruments & Medical Devices,Import,3.298,USD
2018,Germany,DEU,Japan,JPN,Machinery & Electrical Equipment,Export,2.364,USD
2018,Germany,DEU,Japan,JPN,Machinery & Electrical Equipment,Import,1.611,USD
2018,Germany,DEU,Japan,JPN,Electronics & Optical Products,Export,1.071,USD
2018,Germany,DEU,Japan,JPN,Electronics & Optical Products,Import,1.843,USD
2018,Germany,DEU,Japan,JPN,Automotive & Transport Vehicles,Export,2.419,USD
2018,Germany,DEU,Japan,JPN,Automotive & Transport Vehicles,Import,2.503,USD
2018,Germany,DEU,Japan,JPN,Mineral Fuels & Petroleum,Export,1.22,USD
2018,Germany,DEU,Japan,JPN,Mineral Fuels & Petroleum,Import,1.216,USD
2018,Germany,DEU,Japan,JPN,Chemicals & Pharmaceuticals,Export,1.834,USD
2018,Germany,DEU,Japan,JPN,Chemicals & Pharmaceuticals,Import,0.879,USD
2018,Germany,DEU,Japan,JPN,Agricultural & Food Products,Export,1.241,USD
2018,Germany,DEU,Japan,JPN,Agricultural & Food Products,Import,1.18,USD
2018,Germany,DEU,Japan,JPN,Metals & Metal Products,Export,0.883,USD
2018,Germany,DEU,Japan,JPN,Metals & Metal Products,Import,1.214,USD
2018,Germany,DEU,Japan,JPN,Textiles & Apparel,Export,1.193,USD
2018,Germany,DEU,Japan,JPN,Textiles & Apparel,Import,1.047,USD
2018,Germany,DEU,Japan,JPN,Plastics & Rubber,Export,1.077,USD
2018,Germany,DEU,Japan,JPN,Plastics & Rubber,Import,0.998,USD
2018,Germany,DEU,Japan,JPN,Precision Instruments & Medical Devices,Export,0.854,USD
2018,Germany,DEU,Japan,JPN,Precision Instruments & Medical Devices,Import,0.971,USD
2018,Germany,DEU,India,IND,Machinery & Electrical Equipment,Export,2.238,USD
2018,Germany,DEU,India,IND,Machinery & Electrical Equipment,Import,0.762,USD
2018,Germany,DEU,India,IND,Electronics & Optical Products,Export,0.887,USD
2018,Germany,DEU,India,IND,Electronics & Optical Products,Import,0.912,USD
2018,Germany,DEU,India,IND,Automotive & Transport Vehicles,Export,2.315,USD
2018,Germany,DEU,India,IND,Automotive & Transport Vehicles,Import,1.11,USD
2018,Germany,DEU,India,IND,Mineral Fuels & Petroleum,Export,0.892,USD
2018,Germany,DEU,India,IND,Mineral Fuels & Petroleum,Import,1.338,USD
2018,Germany,DEU,India,IND,Chemicals & Pharmaceuticals,Export,1.873,USD
2018,Germany,DEU,India,IND,Chemicals & Pharmaceuticals,Import,1.678,USD
2018,Germany,DEU,India,IND,Agricultural & Food Products,Export,0.846,USD
2018,Germany,DEU,India,IND,Agricultural & Food Products,Import,1.585,USD
2018,Germany,DEU,India,IND,Metals & Metal Products,Export,0.814,USD
2018,Germany,DEU,India,IND,Metals & Metal Products,Import,1.158,USD
2018,Germany,DEU,India,IND,Textiles & Apparel,Export,0.95,USD
2018,Germany,DEU,India,IND,Textiles & Apparel,Import,1.747,USD
2018,Germany,DEU,India,IND,Plastics & Rubber,Export,1.108,USD
2018,Germany,DEU,India,IND,Plastics & Rubber,Import,0.898,USD
2018,Germany,DEU,India,IND,Precision Instruments & Medical Devices,Export,0.981,USD
2018,Germany,DEU,India,IND,Precision Instruments & Medical Devices,Import,1.001,USD
2018,Germany,DEU,United Kingdom,GBR,Machinery & Electrical Equipment,Export,1.507,USD
2018,Germany,DEU,United Kingdom,GBR,Machinery & Electrical Equipment,Import,0.949,USD
2018,Germany,DEU,United Kingdom,GBR,Electronics & Optical Products,Export,0.776,USD
2018,Germany,DEU,United Kingdom,GBR,Electronics & Optical Products,Import,1.055,USD
2018,Germany,DEU,United Kingdom,GBR,Automotive & Transport Vehicles,Export,1.838,USD
2018,Germany,DEU,United Kingdom,GBR,Automotive & Transport Vehicles,Import,0.861,USD
2018,Germany,DEU,United Kingdom,GBR,Mineral Fuels & Petroleum,Export,0.743,USD
2018,Germany,DEU,United Kingdom,GBR,Mineral Fuels & Petroleum,Import,1.068,USD
2018,Germany,DEU,United Kingdom,GBR,Chemicals & Pharmaceuticals,Export,1.605,USD
2018,Germany,DEU,United Kingdom,GBR,Chemicals & Pharmaceuticals,Import,0.925,USD
2018,Germany,DEU,United Kingdom,GBR,Agricultural & Food Products,Export,0.737,USD
2018,Germany,DEU,United Kingdom,GBR,Agricultural & Food Products,Import,0.98,USD
2018,Germany,DEU,United Kingdom,GBR,Metals & Metal Products,Export,0.788,USD
2018,Germany,DEU,United Kingdom,GBR,Metals & Metal Products,Import,1.033,USD
2018,Germany,DEU,United Kingdom,GBR,Textiles & Apparel,Export,0.786,USD
2018,Germany,DEU,United Kingdom,GBR,Textiles & Apparel,Import,0.781,USD
2018,Germany,DEU,United Kingdom,GBR,Plastics & Rubber,Export,0.726,USD
2018,Germany,DEU,United Kingdom,GBR,Plastics & Rubber,Import,0.881,USD
2018,Germany,DEU,United Kingdom,GBR,Precision Instruments & Medical Devices,Export,0.914,USD
2018,Germany,DEU,United Kingdom,GBR,Precision Instruments & Medical Devices,Import,0.736,USD
2018,Germany,DEU,France,FRA,Machinery & Electrical Equipment,Export,1.939,USD
2018,Germany,DEU,France,FRA,Machinery & Electrical Equipment,Import,0.816,USD
2018,Germany,DEU,France,FRA,Electronics & Optical Products,Export,0.84,USD
2018,Germany,DEU,France,FRA,Electronics & Optical Products,Import,0.812,USD
2018,Germany,DEU,France,FRA,Automotive & Transport Vehicles,Export,1.917,USD
2018,Germany,DEU,France,FRA,Automotive & Transport Vehicles,Import,0.851,USD
2018,Germany,DEU,France,FRA,Mineral Fuels & Petroleum,Export,0.717,USD
2018,Germany,DEU,France,FRA,Mineral Fuels & Petroleum,Import,0.726,USD
2018,Germany,DEU,France,FRA,Chemicals & Pharmaceuticals,Export,1.713,USD
2018,Germany,DEU,France,FRA,Chemicals & Pharmaceuticals,Import,0.98,USD
2018,Germany,DEU,France,FRA,Agricultural & Food Products,Export,0.789,USD
2018,Germany,DEU,France,FRA,Agricultural & Food Products,Import,0.755,USD
2018,Germany,DEU,France,FRA,Metals & Metal Products,Export,0.88,USD
2018,Germany,DEU,France,FRA,Metals & Metal Products,Import,0.801,USD
2018,Germany,DEU,France,FRA,Textiles & Apparel,Export,0.674,USD
2018,Germany,DEU,France,FRA,Textiles & Apparel,Import,0.717,USD
2018,Germany,DEU,France,FRA,Plastics & Rubber,Export,0.903,USD
2018,Germany,DEU,France,FRA,Plastics & Rubber,Import,0.884,USD
2018,Germany,DEU,France,FRA,Precision Instruments & Medical Devices,Export,0.674,USD
2018,Germany,DEU,France,FRA,Precision Instruments & Medical Devices,Import,0.739,USD
2018,Germany,DEU,South Korea,KOR,Machinery & Electrical Equipment,Export,1.503,USD
2018,Germany,DEU,South Korea,KOR,Machinery & Electrical Equipment,Import,0.857,USD
2018,Germany,DEU,South Korea,KOR,Electronics & Optical Products,Export,0.648,USD
2018,Germany,DEU,South Korea,KOR,Electronics & Optical Products,Import,1.687,USD
2018,Germany,DEU,South Korea,KOR,Automotive & Transport Vehicles,Export,2.155,USD
2018,Germany,DEU,South Korea,KOR,Automotive & Transport Vehicles,Import,1.258,USD
2018,Germany,DEU,South Korea,KOR,Mineral Fuels & Petroleum,Export,0.851,USD
2018,Germany,DEU,South Korea,KOR,Mineral Fuels & Petroleum,Import,0.718,USD
2018,Germany,DEU,South Korea,KOR,Chemicals & Pharmaceuticals,Export,1.212,USD
2018,Germany,DEU,South Korea,KOR,Chemicals & Pharmaceuticals,Import,1.007,USD
2018,Germany,DEU,South Korea,KOR,Agricultural & Food Products,Export,0.873,USD
2018,Germany,DEU,South Korea,KOR,Agricultural & Food Products,Import,0.916,USD
2018,Germany,DEU,South Korea,KOR,Metals & Metal Products,Export,0.908,USD
2018,Germany,DEU,South Korea,KOR,Metals & Metal Products,Import,0.769,USD
2018,Germany,DEU,South Korea,KOR,Textiles & Apparel,Export,0.856,USD
2018,Germany,DEU,South Korea,KOR,Textiles & Apparel,Import,0.707,USD
2018,Germany,DEU,South Korea,KOR,Plastics & Rubber,Export,0.736,USD
2018,Germany,DEU,South Korea,KOR,Plastics & Rubber,Import,0.929,USD
2018,Germany,DEU,South Korea,KOR,Precision Instruments & Medical Devices,Export,0.646,USD
2018,Germany,DEU,South Korea,KOR,Precision Instruments & Medical Devices,Import,0.669,USD
2018,Germany,DEU,Italy,ITA,Machinery & Electrical Equipment,Export,1.322,USD
2018,Germany,DEU,Italy,ITA,Machinery & Electrical Equipment,Import,0.578,USD
2018,Germany,DEU,Italy,ITA,Electronics & Optical Products,Export,0.622,USD
2018,Germany,DEU,Italy,ITA,Electronics & Optical Products,Import,0.736,USD
2018,Germany,DEU,Italy,ITA,Automotive & Transport Vehicles,Export,1.657,USD
2018,Germany,DEU,Italy,ITA,Automotive & Transport Vehicles,Import,0.825,USD
2018,Germany,DEU,Italy,ITA,Mineral Fuels & Petroleum,Export,0.803,USD
2018,Germany,DEU,Italy,ITA,Mineral Fuels & Petroleum,Import,0.668,USD
2018,Germany,DEU,Italy,ITA,Chemicals & Pharmaceuticals,Export,1.16,USD
2018,Germany,DEU,Italy,ITA,Chemicals & Pharmaceuticals,Import,0.678,USD
2018,Germany,DEU,Italy,ITA,Agricultural & Food Products,Export,0.739,USD
2018,Germany,DEU,Italy,ITA,Agricultural & Food Products,Import,0.647,USD
2018,Germany,DEU,Italy,ITA,Metals & Metal Products,Export,0.748,USD
2018,Germany,DEU,Italy,ITA,Metals & Metal Products,Import,0.687,USD
2018,Germany,DEU,Italy,ITA,Textiles & Apparel,Export,0.728,USD
2018,Germany,DEU,Italy,ITA,Textiles & Apparel,Import,0.695,USD
2018,Germany,DEU,Italy,ITA,Plastics & Rubber,Export,0.654,USD
2018,Germany,DEU,Italy,ITA,Plastics & Rubber,Import,0.841,USD
2018,Germany,DEU,Italy,ITA,Precision Instruments & Medical Devices,Export,0.788,USD
2018,Germany,DEU,Italy,ITA,Precision Instruments & Medical Devices,Import,0.61,USD
2018,Germany,DEU,Canada,CAN,Machinery & Electrical Equipment,Export,1.789,USD
2018,Germany,DEU,Canada,CAN,Machinery & Electrical Equipment,Import,0.739,USD
2018,Germany,DEU,Canada,CAN,Electronics & Optical Products,Export,0.86,USD
2018,Germany,DEU,Canada,CAN,Electronics & Optical Products,Import,0.832,USD
2018,Germany,DEU,Canada,CAN,Automotive & Transport Vehicles,Export,1.729,USD
2018,Germany,DEU,Canada,CAN,Automotive & Transport Vehicles,Import,0.601,USD
2018,Germany,DEU,Canada,CAN,Mineral Fuels & Petroleum,Export,0.674,USD
2018,Germany,DEU,Canada,CAN,Mineral Fuels & Petroleum,Import,0.755,USD
